ID,AREA,CODSETOR,CODGR,NOMEGR,CODUF,NOMEUF,CODMESO,NOMEMESO,CODMICRO,NOMEMICR,CODRM,NOMERM,CODMUNIC,NOMEMUN,CODDISTR,NOMEDIST,CODSUBD,NOMESUBD,CODBAIRR,NOMEBAIR,SITUACAO,TIPO,REGIAO,ASSPREC,HAB1,HAB2,HAB3,HAB4,HAB5,HAB6,HAB7,HAB8,HAB9,CHE1,CHE2,CHE3,CHE4,CHE5,CHE6,CHE7,V0003,V0004,V0008,V0009,V0010,V0014,V0017,V0018,V0030,V0031,V0036,V0048,V0402,V0494,V0495,V0496,V0497,V0525,V0526,V0527,V0528,V0529,V0580,V0581,V0582,V0583,V0584,V0585,V0586,V0587,V0602,V0603,V0604,V0605,V0611,VAR12,DENSDEMO,ARQUIVO
975,0.05,410690205010182,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020501,ADMINISTRACAO REGIONAL DA MATRIZ (R,410690205010,BATEL,1,0,401,3,0,0,0,0,0,0,0,2.93,3,12.3,0,0,7.38,13.16,4.1,4338.1,122,0,0,83,14,0,0,122,122,0,0,122,122,0,4,6,5,0,0,0,0,0,0,,0,1,5,0,0,3,0,0,1,1,3,358,6842,41CURITI
914,0.03,410690205010195,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020501,ADMINISTRACAO REGIONAL DA MATRIZ (R,410690205011,BIGORRILHO,1,0,401,3,0,0,0,0,0,0,0,2.8,2.75,10.92,0.42,0,7.56,13.63,5.88,3757.3,238,0,0,125,66,0,0,238,237,1,0,238,238,0,1,10,15,1,0,0,0,0,2,,0,2,7,2,2,3,0,5,3,2,4,666,19185,41CURITI
915,0.06,410690205010211,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020501,ADMINISTRACAO REGIONAL DA MATRIZ (R,410690205011,BIGORRILHO,1,0,401,3,0.72,0,0,0,0.72,0.72,0,3.07,3.14,10.14,0.72,0,8.7,13.58,7.97,4481.42,138,0,0,95,25,1,0,138,137,0,1,138,138,0,0,4,10,1,0,0,0,0,1,,0,2,4,0,2,2,0,0,6,3,2,423,7592,41CURITI
916,0.02,410690205010202,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020501,ADMINISTRACAO REGIONAL DA MATRIZ (R,410690205011,BIGORRILHO,1,0,401,3,1.32,0,0,0,0,0,0,2.2,1.99,23.03,0,0,7.24,13.75,12.5,2880.06,152,0,0,80,26,2,0,152,152,0,0,152,152,0,4,11,20,0,0,0,0,0,1,,0,0,6,0,1,3,0,2,1,3,13,335,20782,41CURITI
917,0.03,410690205010201,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020501,ADMINISTRACAO REGIONAL DA MATRIZ (R,410690205011,BIGORRILHO,1,0,401,3,0,0,0,0,0,0,0,2.59,2.41,18.1,0,0,6.03,13.23,10.34,2648.51,116,0,0,67,22,0,0,116,116,0,0,116,116,0,1,6,14,0,0,0,0,0,0,,0,0,6,1,0,0,0,0,4,5,3,301,9012,41CURITI
918,0.02,410690205010192,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020501,ADMINISTRACAO REGIONAL DA MATRIZ (R,410690205011,BIGORRILHO,1,0,401,3,0,0,0,0,0,0,0,2.69,2.54,20.72,0,0,3.07,13.92,16.37,2882.54,391,0,0,207,77,0,0,391,391,0,0,391,391,0,9,35,37,0,0,0,0,0,0,,2,0,4,3,2,1,0,3,7,8,46,1053,50367,41CURITI
923,0.02,410690205010209,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020501,ADMINISTRACAO REGIONAL DA MATRIZ (R,410690205011,BIGORRILHO,1,0,401,3,0,0,0,0,0,0,0,3.13,2.84,2.92,0,0,4.01,14.11,8.39,4979.54,274,0,0,172,45,0,0,274,274,0,0,274,274,0,0,3,5,0,0,0,0,0,0,,0,0,5,1,0,5,0,2,1,1,19,857,42477,41CURITI
924,0.01,410690205010194,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020501,ADMINISTRACAO REGIONAL DA MATRIZ (R,410690205011,BIGORRILHO,1,0,401,3,0,0,0.44,0,0,0,0,2.96,2.7,12.37,0,0,5.35,13.7,4.35,3704.97,299,0,0,172,55,0,1,299,299,0,0,299,299,0,4,9,24,0,0,0,0,0,0,,0,0,10,3,1,0,0,1,2,0,10,886,63831,41CURITI
926,0.01,410690205010200,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020501,ADMINISTRACAO REGIONAL DA MATRIZ (R,410690205011,BIGORRILHO,1,0,401,3,0,0,0,0,0,0,0,3.19,2.87,7.37,0,0,5.79,13.81,2.63,4224.34,190,0,0,125,43,0,0,190,190,0,0,190,190,0,0,6,8,0,0,0,0,0,0,,0,1,5,1,2,2,0,1,1,2,1,607,43821,41CURITI
927,0.02,410690205010199,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020501,ADMINISTRACAO REGIONAL DA MATRIZ (R,410690205011,BIGORRILHO,1,0,401,3,1.07,0,0,0.71,0,0,0,3.25,3.23,8.19,0,0,3.2,14.35,3.56,4718.41,281,0,0,191,42,3,0,279,280,1,0,281,281,0,4,3,16,0,0,0,0,0,0,,3,0,2,0,1,3,0,1,1,2,6,914,52056,41CURITI
907,0.02,410690205010203,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020501,ADMINISTRACAO REGIONAL DA MATRIZ (R,410690205011,BIGORRILHO,1,0,401,3,0,0,1.35,0,0,0,0,2.75,2.55,16.3,0,0,7.61,13.46,3.26,3655.65,92,0,0,46,28,0,1,92,92,0,0,92,92,0,0,5,10,0,0,0,0,0,1,,0,1,5,0,0,0,0,1,1,1,0,253,15986,41CURITI
925,0.02,410690205010193,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020501,ADMINISTRACAO REGIONAL DA MATRIZ (R,410690205011,BIGORRILHO,1,0,401,3,0,0,0,2.52,0,0,0,3.1,3.05,17.23,0,0,5.04,13.92,7.56,4199.14,238,0,0,125,61,0,0,232,238,0,0,238,238,0,6,15,20,0,0,0,0,0,0,,1,2,6,0,0,1,0,1,2,2,13,737,40444,41CURITI
959,0.02,410690205010215,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020501,ADMINISTRACAO REGIONAL DA MATRIZ (R,410690205011,BIGORRILHO,1,0,401,3,0,0,0,0,0,0,0,2.95,2.93,6.6,0,0,5.21,14.15,6.25,5174.66,288,0,0,218,29,0,0,288,288,0,0,288,288,0,1,10,8,0,0,0,0,0,0,,1,2,8,2,1,1,0,1,3,1,13,850,35148,41CURITI
960,0.01,410690205010210,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020501,ADMINISTRACAO REGIONAL DA MATRIZ (R,410690205011,BIGORRILHO,1,0,401,3,0,0,0,0,0.73,0.73,0,3,2.68,7.27,0,0,6.91,13.87,5.09,4295.45,275,0,0,177,40,0,0,275,273,0,2,275,275,0,1,6,13,0,0,0,0,0,1,,0,1,11,0,0,5,0,0,1,6,7,824,55879,41CURITI
954,0.04,410690205010223,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020501,ADMINISTRACAO REGIONAL DA MATRIZ (R,410690205011,BIGORRILHO,1,0,401,3,0,0,0,0,0,0,0,2.78,3.73,3.92,1.96,0,7.84,13.9,7.84,5324.61,51,0,0,44,1,0,0,51,51,0,0,51,51,0,0,0,2,1,0,0,0,0,0,,1,1,2,0,0,0,0,0,1,2,1,142,3680,41CURITI
962,0.07,410690205010224,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020501,ADMINISTRACAO REGIONAL DA MATRIZ (R,410690205011,BIGORRILHO,1,0,401,3,0.88,0,5.88,0,0,0,0,2.64,2.14,12.78,0,0,9.69,13.26,2.64,3744.94,227,0,0,137,33,2,10,227,227,0,0,227,227,0,3,12,14,0,0,0,0,0,0,,3,0,14,1,1,2,0,1,2,2,1,600,8817,41CURITI
965,0.04,410690205010221,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020501,ADMINISTRACAO REGIONAL DA MATRIZ (R,410690205011,BIGORRILHO,1,0,401,3,0.71,0,0,0,0,0,0,2.85,2.94,13.48,0,0,4.26,13.33,6.38,4027.18,141,0,0,99,25,1,0,141,141,0,0,141,141,0,2,4,13,0,0,0,0,0,0,,0,1,2,0,0,3,0,1,5,1,2,402,11302,41CURITI
966,0.04,410690205010220,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020501,ADMINISTRACAO REGIONAL DA MATRIZ (R,410690205011,BIGORRILHO,1,0,401,3,0,0,0,0,0,0,0,2.48,2.18,16.59,0,0,10.31,12.64,13.45,3013.11,223,0,0,145,7,0,0,223,223,0,0,223,223,0,1,15,21,0,0,0,0,0,0,,4,3,9,1,1,4,0,7,7,8,8,554,13403,41CURITI
977,0.07,410690205010222,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020501,ADMINISTRACAO REGIONAL DA MATRIZ (R,410690205011,BIGORRILHO,1,0,401,3,0.35,0.35,0,0,0,0,0,2.35,1.96,23.94,0.35,0,7.39,12.93,17.25,3109.31,284,0,1,161,24,1,0,284,284,0,0,284,284,0,14,25,29,1,0,0,0,0,1,,0,2,14,1,2,1,1,4,4,7,33,666,10187,41CURITI
963,0.02,410690205010218,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020501,ADMINISTRACAO REGIONAL DA MATRIZ (R,410690205011,BIGORRILHO,1,0,401,3,0.94,0,0,0.47,0,0,0,2.77,2.75,19.25,0,0,2.35,13.85,16.43,3967.32,213,1,0,162,7,2,0,212,213,0,0,213,213,0,5,21,15,0,0,0,0,0,0,,0,0,2,1,0,1,0,2,2,1,30,589,37780,41CURITI
964,0.04,410690205010219,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020501,ADMINISTRACAO REGIONAL DA MATRIZ (R,410690205011,BIGORRILHO,1,0,401,3,0,0,3.51,0,0,0,0,2.46,2.74,17.04,0,0,8.15,13.43,5.19,4578.56,135,0,0,73,41,0,4,135,135,0,0,135,135,0,1,6,16,0,0,0,0,0,0,,1,0,8,1,1,0,0,0,2,4,1,332,9302,41CURITI
637,0.42,410690205050100,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020505,ADMINISTRACAO REGIONAL DE SANTA FEL,410690205060,SAO BRAZ,1,0,401,3,0,0,2.34,1.73,3.46,0,0.87,3.35,1.38,12.99,3.03,0,38.53,7.87,34.63,939.48,231,0,0,170,1,0,4,227,26,197,0,229,231,0,1,9,20,7,0,0,0,0,13,,11,5,38,11,5,2,0,14,24,33,9,774,1822,41CURITI
643,0.2,410690205050111,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020505,ADMINISTRACAO REGIONAL DE SANTA FEL,410690205060,SAO BRAZ,1,0,401,3,0.45,0.45,0,0,11.31,0,0,3.65,1.58,18.55,2.26,0,53.39,7.48,39.82,962.52,221,1,1,159,5,1,0,221,184,12,0,221,221,1,1,13,26,5,0,0,0,0,10,,6,15,35,13,8,24,1,16,31,33,7,807,3980,41CURITI
645,0.17,410690205050095,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020505,ADMINISTRACAO REGIONAL DE SANTA FEL,410690205060,SAO BRAZ,1,0,401,3,2.86,1.14,4.92,0.57,18.29,1.14,0,3.64,1.97,10.86,4.57,0.57,49.71,8.13,41.14,1648.6,175,0,2,116,6,5,6,174,73,70,2,175,175,1,1,5,12,8,0,0,0,1,9,,3,10,35,8,4,11,0,21,25,16,10,637,3715,41CURITI
649,0.16,410690205050097,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020505,ADMINISTRACAO REGIONAL DE SANTA FEL,410690205060,SAO BRAZ,1,0,401,3,0.48,0,0.57,1.9,0,0,0,3.37,1.85,6.19,0.48,0,30,9.54,27.14,1265.52,210,0,0,166,8,1,1,206,152,58,0,210,210,0,0,4,9,1,0,0,0,0,2,,5,10,32,4,5,4,0,11,18,14,14,707,4532,41CURITI
650,0.19,410690205050098,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020505,ADMINISTRACAO REGIONAL DE SANTA FEL,410690205060,SAO BRAZ,1,0,401,3,0.44,0.44,0,2.19,2.19,0.88,0,3.25,1.57,8.33,0.88,0,20.61,10.65,21.49,2086.37,228,0,1,84,99,1,0,223,174,49,2,228,228,0,1,2,16,2,0,0,0,0,3,,2,6,20,5,5,2,0,9,13,18,9,740,3924,41CURITI
652,1.43,410690205050137,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020505,ADMINISTRACAO REGIONAL DE SANTA FEL,410690205061,BOTIATUVINHA,1,0,401,3,0,0,0.89,6.59,8.98,0,5.39,3.46,1.43,23.35,6.59,0.6,59.28,6.59,43.11,858.87,167,0,0,110,2,0,1,156,8,144,0,158,167,0,0,15,24,11,0,0,1,0,13,,7,19,35,9,7,7,0,11,30,30,1,578,403,41CURITI
655,1.26,410690205050132,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020505,ADMINISTRACAO REGIONAL DE SANTA FEL,410690205061,BOTIATUVINHA,1,0,401,3,0,0,1,9.49,8.76,0,4.38,3.53,1.43,12.41,5.84,0.73,54.74,6.34,35.77,851.14,137,0,0,97,3,0,1,124,8,117,0,131,137,0,1,4,12,8,0,0,0,1,12,,8,13,22,5,5,6,0,8,23,17,1,484,383,41CURITI
657,0.34,410690205050129,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020505,ADMINISTRACAO REGIONAL DE SANTA FEL,410690205061,BOTIATUVINHA,1,0,401,3,0.61,0.61,0.87,3.68,1.84,0,0.61,3.39,1.36,14.72,8.59,0,55.83,6.93,42.94,867.25,163,0,1,115,0,1,1,157,35,125,0,162,163,0,0,9,15,14,0,0,0,0,17,,6,13,29,10,0,11,0,15,31,21,3,553,1626,41CURITI
659,0.34,410690205050124,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020505,ADMINISTRACAO REGIONAL DE SANTA FEL,410690205061,BOTIATUVINHA,1,0,401,3,0,0,0,0.38,1.92,0,0,3.8,2.69,4.62,0.77,0,16.54,12.08,13.08,3567.41,260,0,0,187,37,0,0,259,154,101,0,260,260,0,0,4,8,2,0,0,0,0,4,,3,8,17,3,2,5,0,5,13,7,9,989,2926,41CURITI
660,0.27,410690205050128,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020505,ADMINISTRACAO REGIONAL DE SANTA FEL,410690205061,BOTIATUVINHA,1,0,401,3,0,0,0.49,1.18,79.53,0,0,3.56,1.71,11.42,4.72,0,50,7.13,33.86,1087.67,254,1,0,205,1,0,1,251,31,21,0,254,254,0,1,9,19,12,0,0,0,0,15,,9,15,65,5,4,8,0,17,36,25,8,904,3308,41CURITI
661,0.49,410690205050105,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020505,ADMINISTRACAO REGIONAL DE SANTA FEL,410690205060,SAO BRAZ,1,0,401,3,0,0.65,0.85,1.3,5.21,0,0.33,3.7,2.48,7.82,2.61,0,22.15,11.71,19.54,2896.9,307,0,2,222,12,0,2,303,263,28,0,306,307,0,1,6,17,8,0,0,0,0,7,,5,6,28,9,4,5,0,9,16,10,25,1135,2322,41CURITI
662,0.24,410690205050104,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020505,ADMINISTRACAO REGIONAL DE SANTA FEL,410690205060,SAO BRAZ,1,0,401,3,0,0,0,0,0,0,0,3.45,2.13,6.44,0.34,0,19.32,11.5,11.53,2699.14,295,0,0,227,15,0,0,295,222,73,0,295,295,0,0,4,15,1,0,0,0,0,2,,3,5,30,6,1,5,0,7,14,11,2,1017,4181,41CURITI
663,0.33,410690205050106,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020505,ADMINISTRACAO REGIONAL DE SANTA FEL,410690205060,SAO BRAZ,1,0,401,3,1.75,0,2.16,2.62,24.02,0,1.75,3.47,1.49,8.73,2.62,0,42.36,8.24,36.68,1256.52,229,0,0,154,31,4,4,223,138,36,0,225,229,0,1,7,12,6,0,0,0,0,7,,8,18,37,6,5,9,0,21,23,26,14,795,2400,41CURITI
665,1.88,410690205050133,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020505,ADMINISTRACAO REGIONAL DE SANTA FEL,410690205061,BOTIATUVINHA,1,0,401,3,0,0,0,7.94,38.62,0,3.17,3.44,1.33,20.11,3.17,0.53,48.15,7.35,46.56,797.7,189,0,0,105,0,0,0,174,65,51,0,183,189,0,2,12,24,6,0,0,0,1,13,,7,12,32,9,3,11,0,11,31,35,11,650,345,41CURITI
666,0.53,410690205050127,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020505,ADMINISTRACAO REGIONAL DE SANTA FEL,410690205061,BOTIATUVINHA,1,0,401,3,0,0,0,4.52,62.15,0,0.56,3.59,1.31,10.73,2.82,0,52.54,7.06,44.63,842.46,177,0,0,142,1,0,0,169,30,37,0,176,177,0,1,7,11,5,0,0,0,0,8,,4,15,38,7,8,11,0,15,31,21,12,636,1196,41CURITI
667,0.21,410690205050126,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020505,ADMINISTRACAO REGIONAL DE SANTA FEL,410690205061,BOTIATUVINHA,1,0,401,3,0,0,1.19,1.49,73.88,0,1.49,3.57,1.4,8.21,0.75,0,52.24,7.22,30.6,974.48,134,0,0,83,1,0,1,132,28,7,0,132,134,0,0,4,7,1,0,0,0,0,3,,8,6,30,8,6,5,0,6,12,13,10,479,2335,41CURITI
670,3.53,410690205050140,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020505,ADMINISTRACAO REGIONAL DE SANTA FEL,410690205062,LAMENHA PEQUENA,1,0,401,3,0,0.53,1.63,15.96,13.83,0,2.66,3.73,1.23,19.15,5.85,0,72.34,5.39,51.06,655.37,188,0,1,123,0,0,2,158,5,157,0,183,188,0,1,13,22,11,0,0,0,0,14,,16,14,53,23,3,6,0,15,44,34,3,701,198,41CURITI
656,0.7,410690205050130,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020505,ADMINISTRACAO REGIONAL DE SANTA FEL,410690205061,BOTIATUVINHA,1,0,401,3,0,0,0,13.25,8.43,1.2,9.64,3.25,1.19,10.84,8.43,0,85.54,4.42,49.4,693.14,83,0,0,71,1,0,0,72,0,76,1,75,83,0,0,2,7,7,0,0,0,0,8,,2,16,25,10,3,2,1,6,20,14,0,270,386,41CURITI
658,0.33,410690205050131,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020505,ADMINISTRACAO REGIONAL DE SANTA FEL,410690205061,BOTIATUVINHA,1,0,401,3,4.01,0,11.01,13.17,25.76,2.29,2.1,3.94,1.13,22.71,9.73,0.57,76.72,4.85,70.8,403.84,524,0,0,430,15,21,49,455,52,337,12,513,524,0,6,29,84,51,0,0,1,2,46,,39,52,138,55,16,22,2,91,119,98,61,2062,6253,41CURITI
621,0.22,410690205050096,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020505,ADMINISTRACAO REGIONAL DE SANTA FEL,410690205060,SAO BRAZ,1,0,401,3,3.68,0,0,0,0.53,0.53,0.53,3.62,1.63,14.21,7.37,0,51.58,7.27,53.16,1208.52,190,0,0,128,15,7,0,190,67,122,1,189,190,0,2,7,18,14,0,0,0,0,15,,8,11,37,13,5,4,0,19,39,31,12,688,3191,41CURITI
629,0.34,410690205050139,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020505,ADMINISTRACAO REGIONAL DE SANTA FEL,410690205061,BOTIATUVINHA,1,0,401,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,41CURITI
630,2.3,410690205050138,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020505,ADMINISTRACAO REGIONAL DE SANTA FEL,410690205061,BOTIATUVINHA,1,0,401,3,0.43,0,0.54,17.87,49.36,0,5.11,3.68,1.5,14.04,5.11,0,53.19,7.15,44.26,1216.72,235,0,0,181,5,1,1,193,66,53,0,223,235,0,0,12,21,12,0,0,0,0,14,,14,21,33,13,8,13,0,22,42,22,18,864,375,41CURITI
634,0.18,410690205050102,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020505,ADMINISTRACAO REGIONAL DE SANTA FEL,410690205060,SAO BRAZ,1,0,401,3,0,0.85,2.83,0.57,13.88,0.28,0,3.49,1.35,15.86,8.22,0,57.79,6.51,55.52,706.69,353,0,3,247,36,0,8,351,111,193,1,353,353,0,2,24,30,29,0,0,0,0,30,,11,27,84,20,6,11,1,42,60,58,35,1232,6881,41CURITI
653,0.14,410690205050115,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020505,ADMINISTRACAO REGIONAL DE SANTA FEL,410690205060,SAO BRAZ,1,0,401,3,1.35,0,0,0,8.78,0,0.34,3.5,1.3,7.77,2.03,0,41.89,7.85,36.82,822.57,296,0,0,85,158,4,0,296,86,184,0,295,296,0,0,7,16,6,0,0,0,0,5,,9,13,58,11,6,15,0,24,26,43,16,1037,7248,41CURITI
654,0.15,410690205050103,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020505,ADMINISTRACAO REGIONAL DE SANTA FEL,410690205060,SAO BRAZ,1,0,401,3,12.21,0,1.46,3.76,70.89,0,0,3.61,1.46,12.68,5.63,0,51.64,6.78,47.42,750.94,213,0,0,125,12,26,2,205,40,22,0,213,213,0,1,10,16,12,0,0,0,0,14,,9,17,38,14,3,8,0,18,42,28,13,769,5011,41CURITI
631,0.17,410690205050123,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020505,ADMINISTRACAO REGIONAL DE SANTA FEL,410690205060,SAO BRAZ,1,0,401,2,7.83,0,0,0.46,19.35,0,0.46,3.69,1.17,12.9,11.52,0,66.82,5.33,63.59,422.97,217,1,0,165,1,17,0,216,76,99,0,216,217,0,1,11,16,25,0,0,0,0,27,,8,12,49,21,4,10,0,27,31,29,51,801,4757,41CURITI
633,0.28,410690205050112,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020505,ADMINISTRACAO REGIONAL DE SANTA FEL,410690205060,SAO BRAZ,1,0,401,3,0,0,27.57,0,21.4,0,0,3.58,1.66,12.56,5.12,0,48.37,8.07,37.67,1428.67,215,0,0,181,4,0,51,215,1,168,0,215,215,0,1,7,19,11,0,0,0,0,10,,3,19,35,21,4,8,0,19,29,31,2,770,2757,41CURITI
640,0.13,410690205050088,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020505,ADMINISTRACAO REGIONAL DE SANTA FEL,410690205059,ORLEANS,1,0,401,3,0,0.9,7.27,0,0.9,0,0.45,3.46,1.31,14.8,6.28,0.45,52.47,6.83,51.57,804.81,223,0,2,162,3,0,12,223,1,220,0,222,223,0,0,10,23,14,0,0,0,1,16,,5,19,46,17,5,6,0,29,41,38,7,771,5940,41CURITI
